Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut
15:38:10:29.517,61,0.9140625,0.265625,0.109375,0.0,0.0,0.046875,0.0,0.9140625,0.265625,0.0078125,0.0,0.0,0.046875,0.0,0.0390625,0.0,0.015625,0.078125,0.109375,0.0390625,0.0546875,0.0,0.0546875,0.1171875,0.1875,0.0,0.0,0.046875,0.0546875,0.1171875,0.125,0.09375,0.0390625,0.140625,0.0703125,0.0546875,0.0546875,0.125,0.1328125,0.0625,0.09375,0.0625,0.0625,0.1328125,0.0,0.0,0.015625,0.1953125,0.234375,0.3046875,0.3671875,0.0
15:38:11:00.517,61,0.96875,0.25,0.109375,0.0,0.0,0.046875,0.0,0.96875,0.25,0.0078125,0.0,0.0,0.046875,0.0,0.0390625,0.0,0.015625,0.078125,0.109375,0.0390625,0.0546875,0.0,0.0625,0.1171875,0.1953125,0.0,0.0,0.046875,0.0546875,0.1171875,0.125,0.09375,0.03125,0.15625,0.0703125,0.0625,0.0546875,0.125,0.1328125,0.0625,0.109375,0.09375,0.09375,0.15625,0.0,0.0,0.015625,0.2109375,0.25,0.328125,0.3984375,0.0
15:38:11:01.518,61,0.953125,0.25,0.1171875,0.0,0.0,0.0390625,0.0,0.953125,0.25,0.0078125,0.0,0.0,0.0390625,0.0,0.0390625,0.0,0.015625,0.078125,0.109375,0.0390625,0.0546875,0.0,0.0625,0.125,0.203125,0.0,0.0,0.046875,0.0546875,0.1171875,0.125,0.09375,0.03125,0.15625,0.0703125,0.0625,0.0625,0.125,0.1328125,0.0703125,0.1015625,0.125,0.125,0.1640625,0.0,0.0,0.015625,0.25,0.28125,0.2734375,0.328125,0.0
15:38:11:02.518,61,0.734375,0.4140625,0.1015625,0.0,0.0,0.0859375,0.0,0.7265625,0.4140625,0.0234375,0.0,0.0,0.0859375,0.0,0.0390625,0.0,0.015625,0.0859375,0.1171875,0.0390625,0.0546875,0.0,0.046875,0.125,0.203125,0.0,0.0,0.046875,0.0546875,0.1171875,0.1328125,0.09375,0.03125,0.140625,0.0703125,0.0625,0.0625,0.125,0.140625,0.0703125,0.0859375,0.1640625,0.1640625,0.1484375,0.0,0.0,0.015625,0.2578125,0.2890625,0.2578125,0.2734375,0.0
15:38:11:03.518,61,0.296875,0.2734375,0.109375,0.0,0.0,0.1015625,0.0,0.296875,0.2734375,0.015625,0.0,0.0,0.1015625,0.0,0.046875,0.0,0.015625,0.0859375,0.125,0.046875,0.0546875,0.0,0.0390625,0.125,0.203125,0.0,0.0,0.046875,0.0546875,0.125,0.140625,0.09375,0.03125,0.125,0.0703125,0.0625,0.0625,0.1328125,0.140625,0.0625,0.0703125,0.1796875,0.171875,0.125,0.0,0.0,0.015625,0.2578125,0.2578125,0.2109375,0.25,0.0
15:38:11:04.518,61,0.1484375,0.1875,0.125,0.0,0.0,0.1015625,0.0,0.1484375,0.1875,0.0,0.0,0.0,0.1015625,0.0,0.046875,0.0,0.015625,0.09375,0.125,0.046875,0.0546875,0.0,0.0390625,0.125,0.1953125,0.0,0.0,0.046875,0.0546875,0.1328125,0.140625,0.09375,0.03125,0.1171875,0.0703125,0.0546875,0.0546875,0.1328125,0.140625,0.0546875,0.0625,0.1640625,0.1640625,0.1015625,0.0,0.0,0.015625,0.203125,0.2109375,0.1953125,0.234375,0.0
15:38:11:05.518,61,0.0859375,0.15625,0.125,0.0,0.0,0.09375,0.0,0.0859375,0.15625,0.0,0.0,0.0,0.09375,0.0,0.046875,0.0,0.015625,0.09375,0.125,0.046875,0.0546875,0.0,0.0390625,0.109375,0.171875,0.0,0.0,0.046875,0.0546875,0.1328125,0.140625,0.09375,0.0390625,0.1171875,0.0703125,0.0546875,0.0546875,0.1328125,0.140625,0.046875,0.0625,0.140625,0.140625,0.09375,0.0,0.0,0.015625,0.171875,0.171875,0.1796875,0.2265625,0.0
15:38:11:06.518,61,0.0625,0.1484375,0.125,0.0,0.0,0.0859375,0.0,0.0625,0.1484375,0.0,0.0,0.0,0.0859375,0.0,0.046875,0.0,0.015625,0.09375,0.125,0.046875,0.0546875,0.0,0.03125,0.109375,0.1640625,0.0,0.0,0.046875,0.0546875,0.1328125,0.140625,0.09375,0.0390625,0.1171875,0.0625,0.0546875,0.0546875,0.1328125,0.1328125,0.046875,0.0546875,0.1328125,0.1328125,0.0859375,0.0,0.0,0.015625,0.15625,0.15625,0.1796875,0.21875,0.0
15:38:11:07.518,61,0.0546875,0.1484375,0.125,0.0,0.0,0.078125,0.0,0.0546875,0.1484375,0.0,0.0,0.0,0.078125,0.0,0.046875,0.0,0.015625,0.09375,0.125,0.046875,0.0546875,0.0,0.03125,0.109375,0.1640625,0.0,0.0,0.046875,0.0546875,0.1328125,0.140625,0.09375,0.0390625,0.1171875,0.0625,0.0546875,0.0546875,0.1328125,0.1328125,0.046875,0.0546875,0.109375,0.109375,0.0859375,0.0,0.0,0.015625,0.1484375,0.1484375,0.1796875,0.21875,0.0
15:38:11:08.518,61,0.046875,0.15625,0.125,0.0,0.0,0.0703125,0.0,0.046875,0.15625,0.0,0.0,0.0,0.0703125,0.0,0.046875,0.0,0.015625,0.09375,0.125,0.046875,0.0546875,0.0,0.03125,0.1015625,0.1640625,0.0,0.0,0.046875,0.0546875,0.1328125,0.140625,0.09375,0.0390625,0.1171875,0.0625,0.0546875,0.0546875,0.1328125,0.125,0.046875,0.0546875,0.1015625,0.1015625,0.078125,0.0,0.0,0.015625,0.15625,0.1640625,0.234375,0.28125,0.0
