    Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll
02:23:31:13.838,61,0.7155492306,0.4673669636,0.0,0.0182941016,0.0,0.1107123643,0.0,0.7058011889,0.4655740857,0.1414291263,0.0,0.0,0.1106594503,0.0,0.0677876994,0.0,0.0497183725,0.1395310462,0.0564551465,0.1515169293,0.0442440771,0.0,0.0039380076,0.2982685566,0.3020783365,0.0,0.0,0.0671616644,0.0718448758,0.1272025406,0.1406697184,0.0532038473,0.0287763979,0.1117294431,0.0945493802,0.0794389695,0.072473444,0.3649085164,0.3876959682,0.2379512489,0.2496633232,0.1381686777,0.1371334791,0.0970902443,0.0,0.0,0.012989765,0.3092757761,0.3569001257,0.3723570406,0.3738299906,5.528e-07,-0.0591388568,-0.0725884959,0.1875038147
02:23:31:14.837,61,0.5401655436,0.3799915612,0.0,0.0273139458,0.0,0.1552075744,0.0,0.5294848084,0.3783348501,0.149948746,0.0,0.0,0.1551173627,0.0,0.0632201582,0.0,0.0252738744,0.0899522975,0.1063569784,0.0679088533,0.0512832031,0.0,0.0047637108,0.3538522422,0.3716220856,0.0,0.0,0.0679337308,0.0727331266,0.1232253239,0.1200392395,0.1072586402,0.0300276,0.1631222367,0.0963497534,0.0965825021,0.0871701762,0.2085241824,0.2218099535,0.0913520083,0.0972841308,0.1917797774,0.1898176074,0.0973312929,0.0,0.0,0.0134280892,0.389410466,0.3884798288,0.381657362,0.3708063662,3.091e-07,-0.0588250421,-0.0694264844,0.1850202531
02:23:31:15.838,61,0.3259067535,0.2994254827,0.0,0.0139700854,0.0,0.1869454682,0.0,0.3228887916,0.2982254624,0.1378568858,0.0,0.0,0.186884582,0.0,0.061419595,0.0,0.0178931188,0.079146713,0.1200895682,0.0460273698,0.0535200015,0.0,0.0050852122,0.4114857018,0.4359909892,0.0,0.0,0.0690422207,0.0734736919,0.1219404265,0.1145853549,0.1209528744,0.0332806818,0.1611718535,0.0922843441,0.1012089849,0.0913168862,0.212770775,0.2204950899,0.0588561743,0.0641175508,0.2169587314,0.2159875929,0.0972976461,0.0,0.0,0.013920052,0.4551819563,0.4670811594,0.3786948919,0.3657232821,2.3933e-06,-0.0584710464,-0.0762162134,0.1817006022
02:23:31:16.838,61,0.2019157559,0.2017578632,0.0,0.0174414143,0.0,0.2064853609,0.0,0.2003188878,0.2008376271,0.1426092833,0.0,0.0,0.2064633816,0.0,0.06063658,0.0,0.0140139321,0.1347873807,0.1712628901,0.0548405424,0.0550189503,0.0,0.0045805741,0.4303459823,0.4553106427,0.0,0.0,0.0698245093,0.074015148,0.1259297729,0.1177794263,0.1131152287,0.0389692821,0.1164297834,0.0775418058,0.0939487815,0.0886268839,0.2763208449,0.2798163891,0.0759625956,0.0787444711,0.2244735956,0.2236749977,0.0975966901,0.0,0.0,0.0141873192,0.4840909243,0.4995839894,0.3655617833,0.3529759347,3.1059e-06,-0.0568335801,-0.0922506899,0.1744845361
02:23:31:17.838,61,0.1510965526,0.1440599412,0.0,0.0105496598,0.0,0.2167291343,0.0,0.1503165364,0.1433855295,0.1370948702,0.0,0.0,0.2167242318,0.0,0.0605229847,0.0,0.0204335526,0.1679905802,0.1220686361,0.0928741544,0.0554272309,0.0,0.0036757123,0.3748289645,0.3733563721,0.0,0.0,0.0699498057,0.0738923103,0.1263194382,0.1178989857,0.0695815906,0.0407287739,0.0944558308,0.0714669898,0.0852959007,0.0802281424,0.3658016026,0.3715019524,0.1195481867,0.1166643798,0.2192018926,0.2185970098,0.0995847136,0.0,0.0,0.0143060638,0.4427631497,0.4543602765,0.2851258516,0.2702828944,3.1961e-06,-0.053860575,-0.1016190276,0.1684204638
02:23:31:18.838,61,0.1233254001,0.1064252779,0.0,0.0224643331,0.0,0.2460259199,0.0,0.12277814,0.1058208793,0.1491158605,0.0,0.0,0.2460265756,0.0,0.0610396229,0.0,0.0340396389,0.1803323627,0.1131832227,0.1025717705,0.0552297011,0.0,0.00223224,0.3627201617,0.3521664143,0.0,0.0,0.0699707121,0.0736045241,0.1262973547,0.1183178872,0.0585252829,0.0417649522,0.0844816938,0.0674537793,0.0806159824,0.075259015,0.3928485215,0.3987078369,0.1304821521,0.1259052902,0.2137719244,0.2132069021,0.1018818691,0.0,0.0,0.0143690854,0.4394423068,0.44676736,0.264041096,0.2479988337,3.2989e-06,-0.050160978,-0.1178850234,0.1618803591
02:23:31:19.838,61,0.1087358892,0.099323459,0.0,0.0200380553,0.0,0.2574647367,0.0,0.1083366051,0.0987558663,0.1471716166,0.0,0.0,0.2574674785,0.0,0.0620726682,0.0,0.0390785486,0.1847350597,0.1005614325,0.1071033403,0.0536005124,0.0,0.0007427,0.3587082326,0.3424007893,0.0,0.0,0.0699687526,0.0733619183,0.126008153,0.1187834516,0.0534987636,0.0420518108,0.0797947049,0.0658063069,0.0782397985,0.0727962255,0.4072019458,0.4130794704,0.1381565481,0.1325187534,0.212427482,0.2118951529,0.1029046997,0.0,0.0,0.0143417958,0.435723573,0.4422522485,0.2514604926,0.2344598472,1.263e-06,-0.0492979586,-0.1341626346,0.157423228
02:23:31:20.839,61,0.0997914895,0.0835302472,0.0,0.0285427645,0.0,0.2708548605,0.0,0.0993856117,0.0829969198,0.1548304409,0.0,0.0,0.2708412111,0.0,0.0599156804,0.0,0.0412830003,0.1014576331,0.0964437425,0.0961090624,0.0533361398,0.0014461968,0.0,0.3627569377,0.3395021558,0.0,0.0,0.0691368654,0.0710484385,0.123317115,0.1188578829,0.0568590388,0.0417475179,0.1243039519,0.07501591,0.0771697238,0.0716319531,0.2832238078,0.2827357948,0.1355545372,0.1280428618,0.2205063254,0.2199734598,0.1032896861,0.0,0.0,0.0145250782,0.4352407455,0.4403228164,0.2493880689,0.2288520187,0.0001173439,-0.0488662347,-0.142561689,0.156888783
02:23:31:21.838,61,0.0960134342,0.0861284807,0.0,0.0372045152,0.0,0.2812217176,0.0,0.0956116468,0.0855525061,0.1629332602,0.0,0.0,0.281208545,0.0,0.0569630079,0.0,0.0419919826,0.0802943483,0.0944989398,0.0796972215,0.0534893349,0.0043251915,0.0,0.3668935895,0.3406822085,0.0,0.0,0.0687216669,0.0701037869,0.1202139258,0.1186107174,0.0699457303,0.0409979448,0.1572481841,0.0964486673,0.0776717961,0.0715269968,0.2110964805,0.2108613402,0.1106582209,0.1048817784,0.2421020716,0.2413996607,0.103297025,0.0,0.0,0.0149147296,0.4343440235,0.4387009144,0.2565430701,0.2349525243,0.0002963955,-0.0500311181,-0.1441985369,0.1595658958
02:23:31:22.838,61,0.1176149473,0.1104509681,0.0,0.0540618934,0.0,0.2854019403,0.0,0.1165919378,0.1096756086,0.179599449,0.0,0.0,0.285387516,0.0,0.0539734624,0.0,0.0420277864,0.0694224611,0.0934641808,0.0746479332,0.0538244732,0.006325942,0.0,0.3717471659,0.3430313468,0.0,0.0,0.0682415739,0.0693068653,0.1165964231,0.118081063,0.0738492087,0.0400738716,0.1686691791,0.1042638049,0.0791490301,0.0723284632,0.2076351941,0.2060042322,0.1065949351,0.0995916426,0.2482901216,0.2475432903,0.1030743718,0.0,0.0,0.0153411049,0.434186399,0.4382182658,0.2649649084,0.2399277091,0.0009357671,-0.0527538322,-0.1409675777,0.1655184478
02:23:31:23.839,61,0.2154418081,0.1859889776,0.0,0.0607956536,0.0,0.2657865286,0.0,0.2136968672,0.1847472489,0.186353296,0.0,0.0,0.2657553554,0.0,0.052637998,0.0,0.0416734219,0.0856100097,0.089009501,0.1170105487,0.0542352125,0.0078871902,0.0,0.3660461009,0.3318409622,0.0,0.0,0.0675991401,0.0685221627,0.1155819222,0.1182771251,0.0755555183,0.0376730599,0.1624277383,0.1087877527,0.0824092701,0.0750617832,0.3063330352,0.3017870188,0.1883128136,0.1703685522,0.2300874293,0.2292063832,0.1032990739,0.0,0.0,0.0155791221,0.4322382212,0.4376463592,0.2729135752,0.2420272976,0.0032624891,-0.0555245429,-0.1388587058,0.1715444326
02:23:31:24.839,61,0.6687458158,0.3673142493,0.0,0.074505873,0.0,0.234140873,0.0,0.6266462803,0.3648971319,0.1985502243,0.0,0.0,0.234131664,0.0,0.05227248,0.0,0.040286392,0.1131999642,0.0821794569,0.1272592396,0.0540659241,0.0100692408,0.0,0.3183672428,0.2812812328,0.0,0.0,0.067586489,0.0683732256,0.1157626361,0.1189415604,0.0763178989,0.0363069288,0.1317367405,0.1104674563,0.0895718709,0.0797309801,0.3803857267,0.3843693435,0.2135394812,0.1934955865,0.1804519892,0.1785290837,0.1110773683,0.0,0.0,0.0156947151,0.3688961267,0.3781652153,0.286019057,0.2435502708,0.0062695658,-0.0612758212,-0.1386861503,0.176433295
02:23:31:25.839,61,0.8861045837,0.2817219198,0.0,0.0337360613,0.0,0.1921629161,0.0,0.8797656894,0.2803735733,0.1550084502,0.0,0.0,0.192191422,0.0,0.0519311838,0.0,0.0397162326,0.1208769977,0.074308306,0.1278193891,0.0537819192,0.0113971066,0.0,0.3058093488,0.26791206,0.0,0.0,0.0678976476,0.0685796142,0.1160621122,0.1192662641,0.075857982,0.0337844677,0.1235966608,0.1106400043,0.0988106206,0.0912086964,0.3989220858,0.3945098817,0.2261542976,0.205371365,0.1654889584,0.1636789292,0.1135665625,0.0,0.0,0.0158148482,0.3525674939,0.3761200011,0.2898930311,0.2444219589,0.0062403427,-0.0658444315,-0.1461211145,0.1794806272
02:23:31:26.839,61,0.7017261982,0.3159019351,0.0,0.0878943503,0.0,0.209963128,0.0,0.5759938955,0.3136174381,0.2108786106,0.0,0.0,0.2099911273,0.0,0.051771149,0.0,0.0363981165,0.1246101633,0.0719694868,0.129256919,0.0534315929,0.013826794,0.0,0.2994039953,0.2611600459,0.0,0.0,0.0681577623,0.0687146112,0.1200020015,0.1229728162,0.0758668333,0.0327939466,0.1190571934,0.1073715389,0.1019328907,0.0944392309,0.3881191611,0.3939408362,0.2048708349,0.1905427575,0.1636541486,0.1594689488,0.1185516119,0.0,0.0,0.0159858149,0.3792745471,0.3781638145,0.291911751,0.2444598377,0.0054724063,-0.0672603548,-0.1592411399,0.1807702482
02:23:31:27.840,61,0.3228189945,0.2485968918,0.0,0.0896985754,0.0,0.2170743197,0.0,0.301714927,0.2467015535,0.2138794512,0.0,0.0,0.2171155363,0.0,0.0513310023,0.0,0.0350835212,0.101935707,0.0724750683,0.1268904358,0.0534051843,0.0149937123,0.0,0.3027254641,0.2783013582,0.0,0.0,0.0678069964,0.0683669001,0.1211426407,0.1242116988,0.0759363547,0.0321127661,0.1241371483,0.1066529378,0.1034715846,0.0960694402,0.3198367059,0.3200366497,0.1813696474,0.1689957678,0.1706931144,0.1687710136,0.1202141792,0.0,0.0,0.0162920672,0.3900129795,0.4252761602,0.2929827273,0.2450632751,0.0032991776,-0.0700691044,-0.1654165536,0.1841362119
02:23:31:28.840,61,0.2030369639,0.1753852516,0.0,0.0874486119,0.0,0.2353161871,0.0,0.2016808838,0.1739926934,0.2125532031,0.0,0.0,0.2356107235,0.0,0.0507561974,0.0,0.0341997929,0.0923773944,0.0781891346,0.1181312501,0.0535705499,0.0159531739,0.0,0.3067857325,0.2829168141,0.0,0.0,0.0672416389,0.0678119212,0.1214897782,0.1247831285,0.0760678425,0.031696666,0.1297168285,0.1062418818,0.1041080207,0.0967461318,0.2941251993,0.292942822,0.1547565162,0.1445778161,0.1905329525,0.1901938617,0.1210176721,0.0,0.0,0.016804263,0.3992598653,0.4378347397,0.2924582362,0.245403707,0.0005023007,-0.0702941567,-0.1717913747,0.186956808
02:23:31:29.840,61,0.1403044611,0.117488876,0.0,0.0856152996,0.0,0.2510453761,0.0,0.1413667798,0.1165004671,0.2112822235,0.0,0.0,0.251495868,0.0,0.050319612,0.0,0.0336973034,0.088205047,0.0800787881,0.1152073443,0.0537306368,0.0164109524,0.0,0.3081652224,0.285743922,0.0,0.0,0.0666892678,0.067313835,0.12137793,0.1249850616,0.0760263503,0.0315083265,0.1314503998,0.1057157665,0.1035056785,0.0963272005,0.2830140591,0.2814081013,0.1455521584,0.1362964362,0.1956043839,0.1957698017,0.120042935,0.0,0.0,0.0173746794,0.402780503,0.4440626502,0.2745248675,0.2444370985,0.0004281768,-0.0707188398,-0.1766210347,0.1919368505
02:23:32:00.840,61,0.1087838262,0.0949587673,0.0,0.0728125796,0.0,0.2594968081,0.0,0.1128732711,0.0941788703,0.1990245134,0.0,0.0,0.2599557936,0.0,0.0503959544,0.0,0.0336498097,0.0954624116,0.0809976906,0.1140095443,0.0537276454,0.0165391173,0.0,0.3062779605,0.2865445614,0.0,0.0,0.0662550852,0.0669648871,0.1211980432,0.1251605153,0.0757204667,0.0315078646,0.1268131137,0.1021850035,0.0997890085,0.0930098742,0.3317495286,0.3354093432,0.1409368664,0.132248953,0.1966361552,0.1969052851,0.1194002554,0.0,0.0,0.0177597292,0.3967216313,0.4324761331,0.2441723943,0.221770972,0.0005987414,-0.0697041899,-0.1781198382,0.1973093748
02:23:32:01.840,61,0.0918929651,0.0773415267,0.0,0.081591174,0.0,0.2638731897,0.0,0.0951692984,0.0766404197,0.208047837,0.0,0.0,0.2643194199,0.0,0.0545220934,0.0,0.0342881046,0.1482797414,0.0811653212,0.1243631542,0.0534022301,0.0164406542,0.0,0.2918569744,0.2749651074,0.0,0.0,0.0659695491,0.0667926595,0.1214194372,0.1264007688,0.0746053532,0.0315848403,0.1077890769,0.0952491015,0.0927362293,0.0865991935,0.4029941857,0.4109026194,0.1460603029,0.1382658482,0.1923063844,0.1924216449,0.1191664487,0.0,0.0,0.0178986508,0.3933444917,0.4273602664,0.2339189649,0.2115121335,0.0005340528,-0.0657516867,-0.1810287088,0.2007360756
02:23:32:02.840,61,0.0812343657,0.0637393445,0.0,0.0756506473,0.0,0.2673492432,0.0,0.0826058462,0.0631470978,0.2024369687,0.0,0.0,0.2677548826,0.0,0.0631244183,0.0,0.0359031595,0.176560387,0.0812082589,0.1363024116,0.0528765582,0.0163399987,0.0,0.2800751626,0.2599846423,0.0,0.0,0.0659693703,0.0668925419,0.124419935,0.1337586641,0.0731290951,0.0318157673,0.0971984789,0.0869897455,0.0872005895,0.081223391,0.4259274006,0.435128659,0.1471557617,0.1396180242,0.1614602357,0.1613602936,0.1199302077,0.0,0.0,0.0179170705,0.3917644918,0.4226355851,0.2265775055,0.2016119808,0.000456105,-0.0620453246,-0.1812702566,0.2010515779
02:23:32:03.840,61,0.0758598894,0.0658517107,0.0,0.0664144084,0.0,0.2690230608,0.0,0.0767136663,0.0652742088,0.1932274997,0.0,0.0,0.2694104016,0.0,0.0673808008,0.0,0.0373589024,0.193842873,0.08108145,0.1437190026,0.0522233695,0.0161380842,0.0,0.2726088762,0.2532413006,0.0,0.0,0.0659708232,0.0669922605,0.1278091818,0.1388970464,0.0709805191,0.0320292041,0.0898675844,0.0815027058,0.0825213492,0.0767281353,0.4401809275,0.4506347179,0.1487183273,0.141262725,0.1509313434,0.1506906003,0.1228040233,0.0,0.0,0.0178183205,0.3905763924,0.4179997146,0.2230151594,0.1975201964,0.0002075194,-0.0578543097,-0.17995058,0.1994264126
02:23:32:04.841,61,0.0706071556,0.0629129559,0.0,0.0625190064,0.0,0.2699034512,0.0,0.0705613047,0.0623642989,0.189477399,0.0,0.0,0.2702783942,0.0,0.0708798617,0.0,0.0387257598,0.206928283,0.081121996,0.1467280388,0.0513863079,0.0158523936,0.0,0.2677782178,0.2496789694,0.0,0.0,0.0661108643,0.0672415718,0.1294638813,0.1414255053,0.0691065937,0.032376349,0.0834451467,0.0752399266,0.0783936158,0.072767742,0.4484503865,0.460296154,0.1490198672,0.1417191625,0.138959676,0.1386199296,0.1248223111,0.0,0.0,0.0176862031,0.3842241764,0.4077928662,0.2193057984,0.1943388432,1.01398e-05,-0.0531151183,-0.1764491796,0.1959267557
02:23:32:05.841,61,0.0680579394,0.0619046353,0.0,0.0500912592,0.0,0.2694792449,0.0,0.0676632151,0.0613959208,0.1775194257,0.0,0.0,0.2697930336,0.0,0.0718094185,0.0,0.039290268,0.2067532241,0.0817842409,0.1526603252,0.0519248471,0.0155790299,0.0,0.2078990936,0.1930609196,0.0,0.0,0.0653236806,0.066633448,0.1303189546,0.1426883191,0.0679780394,0.0323915929,0.0819503963,0.0732833222,0.0765925124,0.0710089952,0.3670389652,0.3760311604,0.1446841061,0.1370391399,0.1331559271,0.1327949166,0.1259376854,0.0,0.0,0.0177715234,0.3750019073,0.3888691068,0.2175657749,0.1917340606,0.0009226011,-0.0491297208,-0.1739785671,0.1922785193
02:23:32:06.841,61,0.0665815547,0.0592062324,0.0,0.0400469787,0.0,0.2690760791,0.0,0.0660063922,0.0587398112,0.1675991267,0.0,0.0,0.2693597972,0.0,0.0624134205,0.0,0.0391037986,0.1836394072,0.1027436033,0.1646443456,0.0908017755,0.0154285962,0.0,0.1534800678,0.1526712477,0.0,0.0,0.058646556,0.059464857,0.1303991079,0.1423135847,0.0671703145,0.0321844034,0.1001761183,0.0759489313,0.0757521689,0.070169352,0.2800816298,0.2851736248,0.1240624338,0.1177068651,0.1300827712,0.1297125071,0.1264394224,0.0,0.0,0.0182373505,0.3721229732,0.3831496239,0.2211893946,0.191163227,0.0049444325,-0.0447839908,-0.172086224,0.1889987588
02:23:32:07.841,61,0.0662843809,0.0565329716,0.0,0.0308260471,0.0,0.2686048448,0.0,0.0656149909,0.0561020337,0.1589268595,0.0,0.0,0.2688634098,0.0,0.0523470007,0.0,0.0367459282,0.1774999499,0.1221028715,0.1740927547,0.1265351474,0.0149806943,0.0,0.082821615,0.0911096409,0.0,0.0,0.052051574,0.0525717288,0.1300778985,0.1400413066,0.0664158538,0.0318725705,0.10522376,0.0767690092,0.0750290975,0.0694874302,0.241170302,0.2449426949,0.099996008,0.0972578228,0.1284308285,0.1280687749,0.126463905,0.0,0.0,0.0199713446,0.3430577815,0.3563538492,0.2216877341,0.1903992295,0.0116201155,-0.0408166572,-0.17110084,0.1855840087
02:23:32:08.841,61,0.0661333129,0.053173773,0.0,0.0169999935,0.0,0.2687919438,0.0,0.0654177219,0.0527919233,0.145413205,0.0,0.0,0.2690283656,0.0,0.0478893183,0.0,0.0359806828,0.1760167629,0.1321773976,0.2055306584,0.1614439338,0.0132976361,0.0,0.0205594227,0.0245190915,0.0,0.0,0.0482387394,0.0483662151,0.1297845244,0.1391943842,0.0642678887,0.0314937718,0.107657738,0.0771877915,0.0742592365,0.0687536597,0.2237593532,0.2268058956,0.0894136056,0.0874586031,0.1285438091,0.1282509118,0.1261183619,0.0,0.0,0.0223626494,0.3304356039,0.3386665285,0.2139845192,0.1837584823,0.0125640696,-0.0382801108,-0.1693808734,0.1826587617
02:23:32:09.841,61,0.0672054216,0.0504328683,0.0,0.0013047159,0.0,0.2692999244,0.0,0.0664882883,0.0500977747,0.1302034557,0.0,0.0,0.2695160806,0.0,0.0450977646,0.0,0.0355431885,0.1751321256,0.1448295712,0.2159226984,0.2299529314,0.0105152549,0.0,0.0,0.0007810128,0.0103995278,0.0,0.0453321747,0.0453309417,0.1292532384,0.1384492964,0.0631462112,0.0311333295,0.1091604978,0.0775137842,0.0737029761,0.0682323277,0.2076389939,0.209758386,0.0793330744,0.0790375993,0.1349290609,0.1347758323,0.1254962683,0.0,0.0,0.0281231683,0.3212336302,0.3283479512,0.2044507116,0.1789695919,0.0110138021,-0.0365474895,-0.1666624546,0.1780395657
02:23:32:10.841,61,0.0934437662,0.0548773743,0.01120786,0.0,0.0,0.2694833279,0.0,0.0927107632,0.0545629002,0.1172108054,0.0,0.0,0.2696805,0.0,0.0434268117,0.0,0.0356051363,0.1751816571,0.1551903486,0.224271521,0.2512891293,0.0078604221,0.0,0.0,0.0,0.0271719415,0.0124887209,0.0434631966,0.0434328392,0.1286390424,0.1379177868,0.0622276925,0.0307957493,0.1102640405,0.0779004097,0.0733660758,0.0679132193,0.2004351616,0.202517733,0.0746896639,0.0752940476,0.1385281384,0.1384335011,0.1237871721,0.0,0.0,0.0316262655,0.3172175288,0.3236807287,0.2013194114,0.1773458719,0.0071509937,-0.0337098129,-0.1621830165,0.171474129
02:23:32:11.841,61,0.0999484584,0.058880128,0.0404903144,0.0,0.0,0.2699963152,0.0,0.0992287248,0.0586387105,0.0876521468,0.0,0.0,0.2701728344,0.0,0.0423567034,0.0,0.0359975435,0.1794761121,0.1623151898,0.2266206443,0.2298640609,0.0043229712,0.0,0.0,0.0,0.0281589087,0.0034014056,0.0422662199,0.0422267541,0.1274472326,0.1373674572,0.061468225,0.0305637978,0.1108688563,0.0781515315,0.0730009004,0.0675686672,0.1969929934,0.1991479099,0.0721755177,0.0732865706,0.1424444616,0.1423748434,0.1201355383,0.0,0.0,0.0332213342,0.3190867305,0.3225308359,0.1998812109,0.1773827672,0.0016629812,-0.0299715009,-0.1550845355,0.1631947011
02:23:32:12.842,61,0.0976170748,0.0630884916,0.0640078187,0.0,0.0,0.2637480497,0.0,0.0972720534,0.0629117116,0.0645858943,0.0,0.0,0.2638041377,0.0,0.0416142046,0.0,0.0364718512,0.1899556816,0.1654077619,0.2152241617,0.1758999676,0.0023625763,0.0,0.0393777676,0.0685140342,0.0,0.0,0.0415103547,0.041488938,0.1261436492,0.1366883665,0.0606289878,0.0304117668,0.1107419655,0.0780640766,0.0724230185,0.0670162141,0.2054626346,0.2100182474,0.0709464848,0.0724103898,0.1438457817,0.1437870115,0.1173894927,0.0,0.0,0.0338328853,0.3211610317,0.3220937848,0.1990854889,0.178670913,0.0001630275,-0.0229987651,-0.1498866677,0.1519056559
02:23:32:13.842,61,0.0964553058,0.0675791427,0.0877217427,0.0,0.0,0.2360393256,0.0,0.0962582976,0.0674804375,0.0402472652,0.0,0.0,0.2360211015,0.0,0.0409716032,0.0,0.037543606,0.1933644116,0.1656208038,0.2122924179,0.1611255556,0.0012802188,0.0,0.0577861331,0.087322548,0.0,0.0,0.0409990661,0.040980991,0.1253050715,0.1360587627,0.0595778152,0.0301217437,0.1106424332,0.0782253742,0.0717895851,0.0664159581,0.2092722058,0.2127718329,0.0726669133,0.0751971304,0.1440886706,0.1440298408,0.1113186777,0.0,0.0,0.0337974019,0.3217787445,0.3215718865,0.1989833415,0.1879383773,0.0006464281,-0.0121896621,-0.1483978331,0.138128221
02:23:32:14.842,61,0.096609354,0.0781364366,0.1069100052,0.0,0.0,0.2056510001,0.0,0.0964758098,0.0781208873,0.0210676026,0.0,0.0,0.2055913806,0.0,0.0402680747,0.0,0.0382537805,0.1914969981,0.1642433852,0.1820482165,0.1516306996,0.000618882,0.0,0.0699533597,0.0973775536,0.0,0.0,0.0406367444,0.0406281166,0.1244950518,0.1351861358,0.0587751865,0.0298364721,0.1102829576,0.0780999064,0.0706812814,0.0655531213,0.2104845494,0.2132119238,0.0731836557,0.0760875717,0.1444574893,0.1443833709,0.107276313,0.0,0.0,0.0333869122,0.314052552,0.307277292,0.198943913,0.1942699701,0.0007178663,-0.001803061,-0.1393167078,0.1253278702
02:23:32:15.842,61,0.0962204635,0.0734369531,0.1128725782,0.0,0.0,0.1891933531,0.0,0.0961212143,0.0734329745,0.0150183775,0.0,0.0,0.1891178191,0.0,0.0395833328,0.0,0.0385429002,0.1375183016,0.1638367921,0.1100184172,0.1262172908,0.0,0.0003417637,0.115647696,0.1421950012,0.0,0.0,0.040414419,0.0404646285,0.1198097989,0.131274268,0.0588331819,0.0298090335,0.1100670695,0.0771410912,0.0699215233,0.0649039969,0.1758114994,0.1777496785,0.0676906556,0.0719733909,0.1447703093,0.1446867436,0.1019027457,0.0,0.0,0.0329749063,0.3055636883,0.2979862392,0.198734045,0.1971005052,0.0007392784,0.0099723274,-0.1242567524,0.1153343916
02:23:32:16.842,61,0.092524372,0.071392037,0.1179442704,0.0,0.0,0.182372734,0.0,0.0924704373,0.0714007318,0.0099030836,0.0,0.0,0.1822892427,0.0,0.0393904112,0.0,0.0369276144,0.1234658509,0.1633621007,0.0776372626,0.1092991978,0.0,0.0034692381,0.1958131343,0.2363622189,0.0,0.0,0.0410552733,0.0422146544,0.1154209375,0.1253368855,0.1075331643,0.0346954726,0.1105787233,0.0746743605,0.0697012618,0.0648578554,0.1670178473,0.1686628163,0.0544219874,0.0600262694,0.1478341967,0.147753194,0.0975754112,0.0,0.0,0.0327757746,0.3052691817,0.3048721254,0.1987703741,0.2035320848,0.000658185,0.0142233316,-0.1126956865,0.1060365215
02:23:32:17.842,61,0.0833621174,0.0746785924,0.1249781325,0.0,0.0,0.178724125,0.0,0.0833332315,0.074721016,0.0026682874,0.0,0.0,0.1786393374,0.0,0.0393676832,0.0,0.0346545428,0.1135583073,0.1522373408,0.0639606044,0.0973935723,0.0,0.005075613,0.2325440943,0.2792506814,0.0,0.0,0.0415794365,0.0431025587,0.1133958921,0.1212267354,0.1189277992,0.0361908711,0.1196512803,0.0740565732,0.06983684,0.0651632324,0.1624831557,0.16394867,0.0507654846,0.0569211729,0.1520547867,0.1519546062,0.0951675922,0.0,0.0,0.0325357802,0.3657810986,0.3745065033,0.2219833434,0.2569936514,0.0001364881,0.0140391476,-0.1042206436,0.1001257598
02:23:32:18.842,61,0.0782818496,0.0810742453,0.1297186315,0.0,0.0,0.1769141555,0.0,0.0782409683,0.0811528191,0.0,0.0016301598,0.0,0.1768298596,0.0,0.0395545997,0.0,0.0336729772,0.1092589051,0.1491427571,0.0582852699,0.0908396244,0.0,0.0062619271,0.2518596351,0.2981256843,0.0,0.0,0.0423274748,0.0443024635,0.1125239804,0.1196646392,0.1061296836,0.0370714888,0.1218601987,0.0734547153,0.0696806088,0.0651419535,0.1836664081,0.1852914393,0.0496559925,0.0569745079,0.160739556,0.160515815,0.0938351899,0.0,0.0,0.0319977067,0.380818516,0.389787823,0.2282499224,0.2704849541,3.04658e-05,0.0149699664,-0.0979573801,0.0940362066
02:23:32:19.842,61,0.0776330307,0.0847821832,0.1233410686,0.0,0.0,0.1766439974,0.0,0.0775652602,0.0848461241,0.0049205488,0.0,0.0,0.1765657514,0.0,0.0398650393,0.0,0.033028774,0.1140781716,0.1481348425,0.0575637706,0.0837894976,0.0,0.0071804272,0.2736321092,0.3149878681,0.0,0.0,0.0444696248,0.0471443087,0.1124868095,0.1191872284,0.0913772285,0.037734814,0.1132389307,0.0710096359,0.0679779425,0.0641690642,0.2413745821,0.2446402907,0.0532555953,0.0631139949,0.1644248217,0.1641296744,0.0934902206,0.0,0.0,0.0297100823,0.3855751157,0.3919043243,0.229597047,0.2573055923,1.25239e-05,0.0153541546,-0.0950378925,0.0898317695
